,Acidity,Aroma,Flavor,Sweetness,altitude_mean_meters,Country,altitude_low_meters,altitude_high_meters,TotalCupPoints
797,7.42,7.67,7.33,10.0,1650.0,"Tanzania, United Republic Of",1500.0,1800.0,82.0
798,7.33,7.42,7.5,10.0,1250.0,Laos,1250.0,1250.0,82.0
799,7.58,7.42,7.42,10.0,1350.0,"Tanzania, United Republic Of",1300.0,1400.0,82.0
800,7.58,7.5,7.42,10.0,2500.0,Malawi,2500.0,2500.0,82.0
801,7.42,7.33,7.5,10.0,600.0,Taiwan,600.0,600.0,82.0
802,7.42,7.58,7.5,10.0,800.0,Thailand,800.0,800.0,82.0
803,7.33,7.5,7.25,10.0,1300.0,Costa Rica,1200.0,1400.0,82.0
804,7.5,7.33,7.33,10.0,1400.0,Honduras,1400.0,1400.0,82.0
805,7.5,7.33,7.33,10.0,1900.0,Colombia,1800.0,2000.0,82.0
806,7.42,7.42,7.58,10.0,650.0,Taiwan,600.0,700.0,82.0
807,7.17,7.33,7.67,10.0,1038.5,Brazil,894.0,1183.0,82.0
808,7.5,7.67,7.33,10.0,940.0,Mexico,940.0,940.0,82.0
809,7.5,7.42,7.5,10.0,1000.0,Brazil,1000.0,1000.0,82.0
810,7.5,7.42,7.5,10.0,1050.0,Brazil,1050.0,1050.0,82.0
812,7.5,7.58,7.5,10.0,950.0,Brazil,950.0,950.0,82.0
813,7.42,7.75,7.33,9.33,1402.08,Guatemala,1402.08,1402.08,82.0
814,7.42,7.33,7.0,10.0,1775.0,Colombia,1600.0,1950.0,82.0
815,7.58,7.58,7.5,10.0,1901.0,Guatemala,1901.0,1901.0,81.92
816,7.42,7.5,7.5,10.0,1219.2,Guatemala,1219.2,1219.2,81.92
817,7.33,7.58,7.5,10.0,1400.0,Honduras,1400.0,1400.0,81.92
818,7.5,7.42,7.33,10.0,1020.0,Brazil,1020.0,1020.0,81.92
819,7.5,7.67,7.58,9.33,1250.0,El Salvador,1250.0,1250.0,81.92
820,7.83,7.58,7.58,10.0,1550.0,Guatemala,1300.0,1800.0,81.92
821,7.42,7.33,7.33,10.0,1877.0,"Tanzania, United Republic Of",1877.0,1877.0,81.92
823,7.33,7.67,7.08,10.0,1250.0,Zambia,1000.0,1500.0,81.92
825,7.25,7.5,7.5,10.0,1000.0,Taiwan,1000.0,1000.0,81.92
826,7.58,7.58,7.5,10.0,1300.0,Mexico,1300.0,1300.0,81.92
827,7.25,7.5,7.5,10.0,981.0,Mexico,981.0,981.0,81.92
828,7.5,7.5,7.42,10.0,690.0,Mexico,690.0,690.0,81.92
829,7.58,7.33,7.58,10.0,1650.0,Mexico,1650.0,1650.0,81.92
830,7.83,7.67,7.42,10.0,1000.0,Mexico,1000.0,1000.0,81.92
831,7.5,7.42,7.58,10.0,1100.0,Brazil,1100.0,1100.0,81.92
832,7.58,7.67,7.33,10.0,1600.0,Colombia,1600.0,1600.0,81.92
833,7.5,7.42,7.5,10.0,157.8864,Guatemala,157.8864,157.8864,81.83
834,7.33,7.25,7.33,10.0,1900.0,Costa Rica,1900.0,1900.0,81.83
835,7.5,7.42,7.5,10.0,973.0,Brazil,973.0,973.0,81.83
836,7.75,7.75,7.83,10.0,1250.0,Indonesia,1250.0,1250.0,81.83
837,7.42,7.58,7.5,10.0,3280.0,Guatemala,3280.0,3280.0,81.83
838,7.5,7.17,7.58,10.0,1.0,Brazil,1.0,1.0,81.83
839,6.92,7.58,7.0,10.0,1.0,Brazil,1.0,1.0,81.83
840,7.42,7.33,7.58,10.0,4001.0,Myanmar,4001.0,4001.0,81.83
841,7.5,7.58,7.5,10.0,1425.0,Mexico,1350.0,1500.0,81.83
842,7.5,7.5,7.5,10.0,1400.0,Honduras,1400.0,1400.0,81.83
843,7.25,7.67,7.5,10.0,1300.0,Costa Rica,1200.0,1400.0,81.83
844,7.25,7.67,7.33,10.0,700.0,Taiwan,700.0,700.0,81.83
845,7.33,7.42,7.42,10.0,1300.0,Indonesia,1300.0,1300.0,81.83
846,7.33,7.58,7.42,10.0,1556.0,Malawi,1556.0,1556.0,81.83
847,7.17,7.33,7.58,10.0,1100.0,Brazil,1100.0,1100.0,81.83
848,7.33,7.5,7.5,10.0,1350.0,Honduras,1350.0,1350.0,81.83
849,7.5,7.42,7.42,10.0,1550.0,Mexico,1550.0,1550.0,81.83
850,7.42,7.5,7.5,10.0,1775.0,Colombia,1600.0,1950.0,81.83
852,7.42,7.75,7.75,9.33,1250.0,Brazil,1250.0,1250.0,81.83
853,7.33,7.83,7.67,9.33,1310.64,Guatemala,1310.64,1310.64,81.83
854,7.58,7.83,7.33,10.0,1500.0,Mexico,1500.0,1500.0,81.83
855,7.5,7.33,7.33,10.0,1250.0,Mexico,1250.0,1250.0,81.83
856,7.5,7.33,7.67,10.0,925.0,Brazil,900.0,950.0,81.83
857,7.58,7.58,7.5,10.0,1700.0,Colombia,1600.0,1800.0,81.83
859,7.42,7.5,7.5,10.0,1700.0,Guatemala,1700.0,1700.0,81.75
860,7.5,7.0,7.08,10.0,1040.0,Vietnam,1040.0,1040.0,81.75
861,7.42,7.42,7.42,10.0,1600.0,"Tanzania, United Republic Of",1500.0,1700.0,81.75
863,7.42,7.5,7.5,10.0,774.0,Mexico,774.0,774.0,81.75
864,7.67,7.42,7.5,10.0,1250.0,Mexico,1250.0,1250.0,81.75
865,7.58,7.42,7.5,10.0,1100.0,Mexico,1100.0,1100.0,81.75
866,7.67,7.33,7.42,10.0,1550.0,Mexico,1550.0,1550.0,81.75
867,7.33,7.5,7.42,10.0,1650.0,Mexico,1650.0,1650.0,81.75
868,7.33,7.33,7.42,10.0,1750.0,Colombia,1750.0,1750.0,81.75
869,7.08,7.42,7.58,10.0,1775.0,Colombia,1600.0,1950.0,81.75
870,7.5,7.42,7.5,10.0,890.0,Brazil,890.0,890.0,81.67
871,7.42,7.42,7.42,10.0,1700.0,Guatemala,1700.0,1700.0,81.67
872,7.67,7.42,7.33,10.0,1219.2,Guatemala,1219.2,1219.2,81.67
873,7.33,7.58,7.5,10.0,1450.0,Honduras,1450.0,1450.0,81.67
874,7.42,7.17,7.33,10.0,1800.0,"Tanzania, United Republic Of",1800.0,1800.0,81.67
877,7.42,7.25,7.75,10.0,1.0,Brazil,1.0,1.0,81.67
878,7.42,7.42,7.33,10.0,1500.0,"Tanzania, United Republic Of",1200.0,1800.0,81.67
879,7.25,7.33,7.33,10.0,1700.0,"Tanzania, United Republic Of",1700.0,1700.0,81.67
880,7.5,7.25,7.42,10.0,1260.0,Brazil,1260.0,1260.0,81.67
882,7.5,7.5,7.33,10.0,1400.0,Honduras,1400.0,1400.0,81.67
883,7.17,7.5,7.17,10.0,1850.0,Costa Rica,1850.0,1850.0,81.67
885,7.25,7.5,7.5,10.0,150.0,Taiwan,150.0,150.0,81.67
886,7.42,7.58,7.42,10.0,750.0,Taiwan,750.0,750.0,81.67
887,7.58,7.5,7.42,10.0,1400.0,Mexico,1400.0,1400.0,81.67
888,7.33,7.5,7.67,10.0,1752.6,Guatemala,1676.4,1828.8,81.67
889,7.67,7.25,7.67,10.0,1650.0,Mexico,1650.0,1650.0,81.67
890,7.75,7.67,7.25,10.0,1400.0,Mexico,1400.0,1400.0,81.67
891,7.42,7.5,7.42,10.0,1200.0,Mexico,1200.0,1200.0,81.67
892,7.58,7.58,7.42,10.0,1400.0,Mexico,1400.0,1400.0,81.67
893,7.17,7.75,7.58,10.0,940.0,Mexico,940.0,940.0,81.67
895,7.42,7.5,7.42,10.0,1200.0,Honduras,1200.0,1200.0,81.58
896,7.5,7.42,7.42,10.0,190164.0,Guatemala,190164.0,190164.0,81.58
897,7.67,7.42,7.42,10.0,800.0,Taiwan,800.0,800.0,81.58
898,7.17,7.58,7.42,10.0,13.0,Costa Rica,13.0,13.0,81.58
899,7.42,7.42,7.42,10.0,1800.0,"Tanzania, United Republic Of",1800.0,1800.0,81.58
900,7.58,7.42,7.42,10.0,1100.0,Malawi,1100.0,1100.0,81.58
901,7.08,7.33,7.17,9.33,850.0,Taiwan,850.0,850.0,81.58
902,7.33,7.42,7.42,10.0,1260.0,Brazil,1260.0,1260.0,81.58
903,7.58,7.42,7.33,10.0,1310.64,Guatemala,1310.64,1310.64,81.58
904,7.5,7.67,7.5,10.0,1400.0,Mexico,1400.0,1400.0,81.58
905,7.5,7.33,7.5,10.0,1600.0,Mexico,1600.0,1600.0,81.58
906,7.58,7.67,7.58,8.67,1650.0,Mexico,1650.0,1650.0,81.58
907,7.58,7.08,7.33,10.0,1499.9208,Thailand,1499.9208,1499.9208,81.58
909,7.33,7.25,7.17,10.0,1600.2,Costa Rica,1371.6,1828.8,81.58
910,7.42,7.67,7.58,10.0,1219.2,Guatemala,1219.2,1219.2,81.5
911,7.33,7.5,7.42,10.0,1100.0,Nicaragua,1100.0,1100.0,81.5
912,7.42,7.5,7.5,10.0,1400.0,Honduras,1400.0,1400.0,81.5
914,7.08,7.5,7.42,10.0,180.0,Taiwan,160.0,200.0,81.5
915,7.5,7.25,7.42,10.0,1219.2,Myanmar,1219.2,1219.2,81.5
916,7.08,7.83,7.33,10.0,1200.0,Costa Rica,1200.0,1200.0,81.5
917,7.5,7.67,7.42,10.0,1599.0,Malawi,1599.0,1599.0,81.5
918,7.58,7.5,7.42,10.0,1219.2,Guatemala,1219.2,1219.2,81.5
919,7.33,7.42,7.33,9.33,900.0,Taiwan,900.0,900.0,81.5
920,7.67,7.58,7.5,9.33,1200.0,Brazil,1200.0,1200.0,81.5
921,7.42,7.42,7.33,10.0,825.0,Haiti,400.0,1250.0,81.5
922,7.25,7.5,7.42,10.0,600.0,Taiwan,600.0,600.0,81.5
923,7.42,7.33,7.33,10.0,1150.0,Mexico,1150.0,1150.0,81.5
924,7.42,7.58,7.42,10.0,1600.0,Mexico,1600.0,1600.0,81.5
925,7.42,7.42,7.25,10.0,1100.0,Mexico,1100.0,1100.0,81.5
926,7.33,7.33,7.5,10.0,1000.0,Mexico,1000.0,1000.0,81.5
927,7.17,7.42,7.42,10.0,1250.0,Mexico,1250.0,1250.0,81.5
928,7.5,7.5,7.5,10.0,1100.0,Mexico,1100.0,1100.0,81.5
929,7.33,7.75,7.17,10.0,1400.0,Indonesia,1200.0,1600.0,81.5
930,7.42,7.5,7.42,10.0,125.0,Brazil,125.0,125.0,81.5
932,7.42,7.42,7.42,10.0,1450.0,Colombia,1050.0,1850.0,81.5
934,7.33,7.58,7.33,10.0,1100.0,Mexico,1100.0,1100.0,81.42
935,7.58,7.42,7.33,10.0,1371.6,Guatemala,1371.6,1371.6,81.42
936,7.33,7.33,7.5,10.0,1100.0,Brazil,1100.0,1100.0,81.42
937,7.25,7.5,7.33,10.0,1400.0,Honduras,1400.0,1400.0,81.42
938,7.17,7.83,7.75,10.0,110.0,Taiwan,110.0,110.0,81.42
939,7.42,7.58,7.17,10.0,1422.0,Malawi,1422.0,1422.0,81.42
940,7.17,7.25,7.5,10.0,1100.0,Brazil,1100.0,1100.0,81.42
941,7.42,7.42,7.5,10.0,1550.0,Guatemala,1550.0,1550.0,81.42
942,7.17,7.67,7.33,10.0,1550.0,Mexico,1550.0,1550.0,81.42
944,7.42,7.42,7.33,10.0,1310.64,Guatemala,1310.64,1310.64,81.42
945,7.17,7.42,7.33,10.0,763.0,Mexico,763.0,763.0,81.42
946,7.25,7.42,7.42,10.0,1100.0,Mexico,1100.0,1100.0,81.42
947,7.17,7.5,7.42,10.0,1750.0,Colombia,1750.0,1750.0,81.42
948,7.0,7.75,7.33,10.0,1880.0,Colombia,1880.0,1880.0,81.42
951,7.17,7.5,7.5,10.0,1500.0,Honduras,1500.0,1500.0,81.33
952,7.42,7.67,7.42,10.0,1130.0,Mexico,1130.0,1130.0,81.33
953,7.33,7.25,7.33,10.0,1100.0,Brazil,1100.0,1100.0,81.33
954,7.42,7.58,7.42,10.0,1350.0,Honduras,1350.0,1350.0,81.33
955,7.25,7.17,7.33,10.0,1200.0,Brazil,1200.0,1200.0,81.33
956,7.33,7.08,7.33,10.0,1400.0,Philippines,1400.0,1400.0,81.33
957,7.33,7.75,7.33,10.0,1200.0,Malawi,1200.0,1200.0,81.33
958,7.33,7.33,7.33,10.0,1450.0,Honduras,1450.0,1450.0,81.33
959,7.33,7.58,7.42,10.0,1800.0,Mexico,1800.0,1800.0,81.33
960,7.42,7.33,7.25,10.0,1000.0,Mexico,1000.0,1000.0,81.33
961,7.5,7.5,7.58,9.33,1100.0,Brazil,1100.0,1100.0,81.33
962,7.83,7.83,7.75,10.0,680.0,Taiwan,680.0,680.0,81.25
963,7.08,7.17,7.42,10.0,1.0,Brazil,1.0,1.0,81.25
964,7.17,7.08,7.5,10.0,1100.0,Nicaragua,1100.0,1100.0,81.25
965,7.5,7.42,7.17,10.0,1400.0,Honduras,1400.0,1400.0,81.25
966,7.25,7.33,7.42,10.0,1700.0,Guatemala,1700.0,1700.0,81.25
967,7.5,7.33,7.17,10.0,1700.0,"Tanzania, United Republic Of",1700.0,1700.0,81.25
968,7.25,7.5,7.5,10.0,650.0,Taiwan,650.0,650.0,81.25
969,7.58,7.5,7.33,10.0,1524.0,Guatemala,1524.0,1524.0,81.25
970,7.33,7.42,7.42,10.0,1500.0,Mexico,1500.0,1500.0,81.25
971,7.17,7.33,7.5,10.0,1200.0,Nicaragua,1200.0,1200.0,81.17
972,7.33,7.67,7.17,10.0,1050.0,"Tanzania, United Republic Of",100.0,2000.0,81.17
973,7.25,7.75,7.58,10.0,1200.0,Mexico,1200.0,1200.0,81.17
974,7.17,7.5,7.5,10.0,1300.0,Costa Rica,1200.0,1400.0,81.17
975,7.42,7.42,7.33,10.0,1450.0,Honduras,1450.0,1450.0,81.17
976,7.17,6.83,7.42,10.0,1450.0,Thailand,1400.0,1500.0,81.17
977,7.08,7.25,7.25,10.0,1200.0,Philippines,1200.0,1200.0,81.17
978,7.33,7.58,7.17,10.0,1550.0,"Tanzania, United Republic Of",1550.0,1550.0,81.17
979,7.08,7.58,7.25,10.0,995.0,Malawi,990.0,1000.0,81.17
980,7.25,7.33,7.08,10.0,1300.0,Costa Rica,1200.0,1400.0,81.17
982,7.75,7.42,7.25,10.0,1800.0,Mexico,1800.0,1800.0,81.17
983,7.25,7.42,7.25,10.0,1450.0,Guatemala,1450.0,1450.0,81.17
984,7.42,7.42,7.33,10.0,1000.0,Brazil,1000.0,1000.0,81.17
987,7.25,7.58,7.42,9.33,695.0,Brazil,695.0,695.0,81.08
988,7.42,7.33,7.33,10.0,1100.0,Nicaragua,1100.0,1100.0,81.08
989,7.42,7.42,7.17,10.0,1706.88,United States,1706.88,1706.88,81.08
990,7.25,7.42,7.33,10.0,1456.0,"Tanzania, United Republic Of",1456.0,1456.0,81.08
991,7.25,7.42,7.25,10.0,1500.0,Costa Rica,1500.0,1500.0,81.08
992,7.58,7.67,7.75,10.0,853.44,United States (Puerto Rico),853.44,853.44,81.08
993,7.33,7.25,7.42,10.0,1650.0,Mexico,1650.0,1650.0,81.08
994,7.42,7.33,7.25,10.0,1300.0,Mexico,1300.0,1300.0,81.08
995,7.42,7.33,7.33,10.0,1642.0,Mexico,1642.0,1642.0,81.08
996,7.42,7.42,7.33,10.0,1200.0,Mexico,1200.0,1200.0,81.08
999,7.33,7.42,7.08,10.0,1450.0,El Salvador,1450.0,1450.0,81.0
1001,7.5,7.42,7.25,10.0,3280.0,Guatemala,3280.0,3280.0,81.0
1002,5.25,7.67,7.5,10.0,1600.0,Colombia,1600.0,1600.0,81.0
1003,7.25,7.5,7.25,10.0,1219.2,Guatemala,1219.2,1219.2,81.0
1004,7.25,7.25,7.17,10.0,758.0,Taiwan,758.0,758.0,81.0
1005,7.33,7.42,7.25,10.0,1350.0,Honduras,1350.0,1350.0,81.0
1007,7.42,7.33,7.33,10.0,1525.0,"Tanzania, United Republic Of",1525.0,1525.0,81.0
1008,7.33,7.33,6.92,10.0,1700.0,Uganda,1700.0,1700.0,81.0
1009,7.33,7.5,6.92,10.0,1100.0,Taiwan,1100.0,1100.0,81.0
1010,7.42,7.33,7.42,10.0,800.0,Thailand,800.0,800.0,81.0
1011,7.33,7.08,7.33,10.0,950.0,Mexico,950.0,950.0,81.0
1012,7.67,7.58,7.67,10.0,1100.0,Mexico,1100.0,1100.0,81.0
1013,7.33,7.33,7.17,10.0,200.0,Taiwan,200.0,200.0,80.92
1014,7.58,7.67,7.67,9.33,1901.0,Guatemala,1901.0,1901.0,80.92
1015,7.5,7.17,7.58,10.0,1600.0,Kenya,1600.0,1600.0,80.92
1016,7.42,7.5,7.33,10.0,1100.0,Mexico,1100.0,1100.0,80.92
1017,7.58,7.17,7.42,10.0,1066.8,Myanmar,1066.8,1066.8,80.92
1019,7.25,7.33,7.17,10.0,1700.0,"Tanzania, United Republic Of",1700.0,1700.0,80.92
1020,7.25,7.25,7.33,10.0,1200.0,Brazil,1200.0,1200.0,80.92
1021,7.08,7.92,7.67,10.0,550.0,Taiwan,550.0,550.0,80.92
1022,7.25,7.17,7.42,10.0,1100.0,Brazil,1100.0,1100.0,80.92
1023,7.0,7.33,7.08,10.0,1050.0,Nicaragua,700.0,1400.0,80.92
1024,7.5,7.58,7.42,10.0,1524.0,Guatemala,1524.0,1524.0,80.92
1025,7.25,7.42,7.25,10.0,900.0,Taiwan,900.0,900.0,80.92
1026,7.08,7.25,7.17,10.0,688.0,Taiwan,688.0,688.0,80.92
1027,7.25,7.42,7.25,10.0,300.0,Taiwan,300.0,300.0,80.92
1028,7.5,7.58,7.33,10.0,1186.0,Mexico,1186.0,1186.0,80.92
1030,7.17,7.42,7.33,10.0,1300.0,Laos,1300.0,1300.0,80.83
1031,7.33,7.67,7.25,10.0,1200.0,Guatemala,1200.0,1200.0,80.83
1032,7.42,7.17,7.08,10.0,1210.0,Mexico,1210.0,1210.0,80.83
1033,7.33,7.33,7.25,10.0,1100.0,Mexico,1100.0,1100.0,80.83
1034,7.25,7.5,7.17,10.0,100.0,Mexico,100.0,100.0,80.83
1036,6.83,7.33,7.33,10.0,1800.0,Colombia,1800.0,1800.0,80.83
1038,7.58,6.92,7.5,10.0,3825.0,Myanmar,3825.0,3825.0,80.75
1039,7.42,7.5,7.33,10.0,1706.88,Guatemala,1658.112,1755.648,80.75
1040,7.25,7.25,7.25,10.0,110000.0,Nicaragua,110000.0,110000.0,80.75
1041,7.42,7.5,7.33,10.0,1450.0,Honduras,1450.0,1450.0,80.75
1042,7.33,7.25,7.33,10.0,1680.0,Panama,1680.0,1680.0,80.75
1043,7.42,7.42,7.17,10.0,1350.0,Honduras,1350.0,1350.0,80.75
1044,7.5,7.25,7.33,10.0,1450.0,Honduras,1450.0,1450.0,80.75
1045,7.25,7.33,7.33,10.0,1300.0,Costa Rica,1300.0,1300.0,80.75
1046,7.25,7.58,7.33,10.0,1200.0,Mexico,1200.0,1200.0,80.75
1047,7.25,7.42,7.0,10.0,1000.0,Haiti,1000.0,1000.0,80.75
1050,7.67,7.58,7.42,10.0,1350.0,Indonesia,1200.0,1500.0,80.67
1051,7.17,7.67,7.42,10.0,1500.0,Guatemala,1500.0,1500.0,80.67
1052,7.67,7.83,7.5,10.0,185.0,Costa Rica,185.0,185.0,80.67
1053,7.17,7.5,7.25,10.0,995.0,Malawi,990.0,1000.0,80.67
1054,7.25,7.25,7.17,10.0,1200.0,Mexico,1200.0,1200.0,80.67
1055,7.67,7.67,7.5,6.67,1550.0,Colombia,1550.0,1550.0,80.67
1056,7.5,7.67,7.17,10.0,1550.0,Guatemala,1550.0,1550.0,80.67
1062,7.33,7.25,7.08,10.0,1400.0,"Tanzania, United Republic Of",1400.0,1400.0,80.58
1063,7.0,7.42,7.25,10.0,1200.0,Brazil,1200.0,1200.0,80.58
1064,7.42,7.5,7.17,10.0,1400.0,Honduras,1400.0,1400.0,80.58
1065,7.5,7.17,7.42,10.0,1383.7920000000001,Guatemala,1383.7920000000001,1383.7920000000001,80.58
1068,7.42,7.17,7.17,10.0,50.0,Taiwan,50.0,50.0,80.5
1069,7.17,7.33,7.25,10.0,1500.0,Guatemala,1500.0,1500.0,80.5
1070,7.17,7.58,7.33,10.0,1650.0,Honduras,1650.0,1650.0,80.5
1071,7.17,7.25,7.25,10.0,280.0,Mauritius,280.0,280.0,80.5
1072,7.5,7.25,7.33,10.0,1250.0,Brazil,1250.0,1250.0,80.5
1073,7.42,7.17,7.33,10.0,3800.0,Myanmar,3800.0,3800.0,80.5
1074,7.5,7.5,7.17,10.0,1219.2,Guatemala,1219.2,1219.2,80.5
1075,7.33,7.42,7.42,10.0,1250.0,Brazil,1250.0,1250.0,80.5
1077,7.67,7.5,7.5,10.0,1859.28,Guatemala,1859.28,1859.28,80.5
1078,7.33,7.25,7.25,10.0,1450.0,Mexico,1450.0,1450.0,80.5
1079,7.42,7.25,7.42,10.0,1450.0,Honduras,1450.0,1450.0,80.42
1080,7.17,7.58,7.17,10.0,600.0,Taiwan,600.0,600.0,80.42
1081,7.08,7.33,7.17,10.0,1450.0,El Salvador,1450.0,1450.0,80.42
1082,7.17,7.25,7.08,10.0,1700.0,China,1700.0,1700.0,80.42
1083,7.25,7.25,7.25,10.0,600.0,Taiwan,600.0,600.0,80.42
1084,7.5,6.92,7.17,10.0,1050.0,Mexico,1050.0,1050.0,80.42
1085,7.33,7.42,7.08,10.0,1550.0,Mexico,1550.0,1550.0,80.42
1086,7.33,7.08,7.25,10.0,1700.0,Burundi,1700.0,1700.0,80.33
1087,7.25,7.25,7.17,10.0,1700.0,"Tanzania, United Republic Of",1700.0,1700.0,80.33
1089,7.25,7.25,7.25,10.0,600.0,Taiwan,600.0,600.0,80.33
1090,7.5,7.33,7.33,10.0,1310.64,Guatemala,1310.64,1310.64,80.33
1091,7.33,7.25,7.08,10.0,940.0,Mexico,940.0,940.0,80.33
1094,7.08,7.17,7.33,10.0,995.0,Brazil,995.0,995.0,80.25
1095,7.0,7.25,7.25,10.0,1400.0,Honduras,1400.0,1400.0,80.25
1096,7.33,7.25,7.17,10.0,1600.0,Mexico,1600.0,1600.0,80.25
1097,7.33,8.0,7.08,10.0,914.4,Myanmar,914.4,914.4,80.25
1098,7.0,7.42,7.0,10.0,4287.0,Myanmar,4287.0,4287.0,80.25
1099,7.25,7.08,6.92,10.0,900.0,Nicaragua,900.0,900.0,80.25
1102,7.25,7.25,7.08,10.0,700.0,Taiwan,700.0,700.0,80.25
1103,7.33,7.0,7.17,10.0,1400.0,Guatemala,1400.0,1400.0,80.25
1104,7.25,7.58,7.33,10.0,808.0,Mexico,808.0,808.0,80.25
1105,7.58,7.42,7.25,10.0,1550.0,Vietnam,1550.0,1550.0,80.17
1106,7.33,7.17,7.08,10.0,1187.5,Nicaragua,1100.0,1275.0,80.17
1107,7.17,7.25,7.25,10.0,1400.0,Honduras,1400.0,1400.0,80.17
1108,7.17,7.33,7.33,10.0,1310.64,Guatemala,1310.64,1310.64,80.17
1109,7.42,7.33,7.08,10.0,1250.0,Mexico,1250.0,1250.0,80.17
1110,7.5,7.58,7.42,10.0,1550.0,Mexico,1550.0,1550.0,80.17
1111,7.08,7.33,7.33,10.0,1000.0,Mexico,1000.0,1000.0,80.17
1112,7.33,7.33,7.33,10.0,1310.64,Guatemala,1310.64,1310.64,80.17
1114,7.17,7.17,7.17,10.0,1100.0,Brazil,1100.0,1100.0,80.08
1115,7.17,7.42,7.25,10.0,850.0,Taiwan,850.0,850.0,80.08
1117,7.25,7.25,7.25,10.0,200.0,Taiwan,200.0,200.0,80.08
1118,7.0,7.25,7.25,10.0,150.0,Taiwan,150.0,150.0,80.08
1119,7.08,7.25,7.25,10.0,250.0,Taiwan,250.0,250.0,80.08
1120,7.08,7.33,7.17,10.0,1300.0,Mexico,1300.0,1300.0,80.08
1121,7.17,7.25,7.08,10.0,1300.0,Mexico,1300.0,1300.0,80.08
1122,7.08,7.33,7.08,10.0,1250.0,Nicaragua,1250.0,1250.0,80.0
1123,7.42,7.17,7.33,10.0,3845.0,Myanmar,3845.0,3845.0,80.0
1124,7.5,7.58,7.75,10.0,1400.0,Mexico,1300.0,1500.0,80.0
1125,7.0,7.25,7.25,10.0,250.0,Taiwan,250.0,250.0,80.0
1126,7.42,7.33,6.67,10.0,800.0,Thailand,800.0,800.0,80.0
1127,7.17,7.25,7.25,10.0,1250.0,Mexico,1250.0,1250.0,80.0
1128,7.33,7.08,7.33,10.0,1100.0,Mexico,1100.0,1100.0,80.0
1132,7.33,7.33,7.08,10.0,1300.0,Mexico,1300.0,1300.0,79.92
1133,7.25,7.17,7.17,10.0,1100.0,Mexico,1100.0,1100.0,79.92
1134,7.17,7.5,7.17,10.0,1100.0,Mexico,1100.0,1100.0,79.92
1135,7.08,7.17,7.08,10.0,1100.0,Mexico,1100.0,1100.0,79.92
1136,7.42,7.33,7.25,10.0,1250.0,Mexico,1250.0,1250.0,79.92
1137,7.58,7.17,7.33,10.0,1250.0,Mexico,1250.0,1250.0,79.92
1139,7.17,7.0,7.08,10.0,1500.0,Kenya,1500.0,1500.0,79.83
1140,7.33,7.33,7.25,10.0,1700.0,Guatemala,1700.0,1700.0,79.83
1141,6.92,6.83,7.17,10.0,1250.0,Nicaragua,1250.0,1250.0,79.83
1142,7.25,7.17,7.08,10.0,1300.0,Mexico,1300.0,1300.0,79.83
1144,7.58,7.5,7.42,9.33,190164.0,Guatemala,190164.0,190164.0,79.75
1145,7.33,7.75,7.33,8.67,1000.0,Taiwan,800.0,1200.0,79.75
1146,7.0,7.08,7.08,10.0,600.0,Taiwan,500.0,700.0,79.75
1147,7.5,7.25,7.08,10.0,800.0,Thailand,800.0,800.0,79.75
1149,7.75,7.58,7.5,10.0,1100.0,Costa Rica,1100.0,1100.0,79.75
1150,7.0,7.58,7.08,10.0,1400.0,Mexico,1400.0,1400.0,79.75
1151,7.58,7.58,7.08,10.0,1022.0,Mexico,1022.0,1022.0,79.75
1152,7.17,7.25,7.08,10.0,1300.0,Mexico,1300.0,1300.0,79.75
1153,7.08,7.25,7.17,10.0,1450.0,Mexico,1450.0,1450.0,79.75
1154,7.08,7.33,7.25,10.0,1050.0,Mexico,1050.0,1050.0,79.75
1156,7.08,7.25,6.83,10.0,1100.0,Mexico,1100.0,1100.0,79.75
1157,7.58,7.42,7.42,9.33,1219.2,Guatemala,1219.2,1219.2,79.67
1158,6.83,7.25,7.08,10.0,1250.0,El Salvador,1250.0,1250.0,79.67
1159,7.42,6.92,7.17,10.0,800.0,Thailand,800.0,800.0,79.67
1160,7.08,7.5,7.0,10.0,1310.64,Guatemala,1310.64,1310.64,79.67
1161,7.58,7.42,7.25,10.0,1400.0,Mexico,1400.0,1400.0,79.67
1162,6.75,7.33,7.17,10.0,975.0,Mexico,975.0,975.0,79.67
1163,7.17,6.92,7.17,10.0,1264.0,Mexico,1264.0,1264.0,79.67
1165,7.33,7.08,7.0,10.0,1250.0,Mexico,1250.0,1250.0,79.58
1166,7.33,7.25,6.92,10.0,1550.0,Mexico,1550.0,1550.0,79.58
1167,6.75,7.25,7.17,10.0,1800.0,Colombia,1800.0,1800.0,79.58
1168,7.33,7.08,7.0,10.0,1325.88,Guatemala,1066.8,1584.96,79.58
1169,7.42,6.92,6.92,10.0,1050.0,Nicaragua,1050.0,1050.0,79.5
1170,7.0,6.92,7.0,10.0,700.0,Taiwan,700.0,700.0,79.5
1171,7.42,7.83,7.5,10.0,1550.0,Colombia,1550.0,1550.0,79.5
1172,7.25,7.25,7.08,10.0,1550.0,Mexico,1550.0,1550.0,79.5
1173,7.25,7.25,7.33,10.0,1100.0,Mexico,1100.0,1100.0,79.5
1174,7.58,7.08,7.33,9.33,1219.2,Guatemala,1219.2,1219.2,79.42
1175,7.0,7.25,7.33,10.0,1219.2,Guatemala,1219.2,1219.2,79.42
1176,7.42,7.0,6.83,10.0,800.0,Mexico,800.0,800.0,79.42
